Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,4936.804752604167,6262.3824060580955,21.496900774044096,39217433.39970598,12,6,2
2,7633.4393489583335,8085.182401645931,30.891358987413437,65370174.46788508,12,6,2
4,11480.915162760415,13387.869192466012,35.96420821520327,179235041.51458058,12,6,2
